energy;conductance
-0.1;0.002
-0.0998;0.0
-0.0996;0.0
-0.0994;0.0
-0.0992;0.001
-0.099;0.003
-0.0988;0.005
-0.0986;0.008
-0.0984;0.012
-0.0982;0.016
-0.098;0.021
-0.0978;0.026
-0.0976;0.032
-0.0974;0.038
-0.0972;0.045
-0.097;0.052
-0.0968;0.06
-0.0966;0.067
-0.0964;0.076
-0.0962;0.084
-0.096;0.093
-0.0958;0.102
-0.0956;0.112
-0.0954;0.121
-0.0952;0.131
-0.095;0.141
-0.0948;0.151
-0.0946;0.161
-0.0944;0.171
-0.0942;0.182
-0.094;0.192
-0.0938;0.202
-0.0936;0.213
-0.0934;0.223
-0.0932;0.234
-0.093;0.244
-0.0928;0.254
-0.0926;0.264
-0.0924;0.275
-0.0922;0.285
-0.092;0.295
-0.0918;0.305
-0.0916;0.315
-0.0914;0.324
-0.0912;0.334
-0.091;0.343
-0.0908;0.353
-0.0906;0.362
-0.0904;0.371
-0.0902;0.38
-0.09;0.389
-0.0898;0.398
-0.0896;0.407
-0.0894;0.415
-0.0892;0.423
-0.089;0.432
-0.0888;0.44
-0.0886;0.448
-0.0884;0.455
-0.0882;0.463
-0.088;0.471
-0.0878;0.478
-0.0876;0.485
-0.0874;0.492
-0.0872;0.499
-0.087;0.506
-0.0868;0.513
-0.0866;0.52
-0.0864;0.526
-0.0862;0.533
-0.086;0.539
-0.0858;0.545
-0.0856;0.551
-0.0854;0.557
-0.0852;0.563
-0.085;0.569
-0.0848;0.574
-0.0846;0.58
-0.0844;0.585
-0.0842;0.59
-0.084;0.595
-0.0838;0.6
-0.0836;0.605
-0.0834;0.61
-0.0832;0.615
-0.083;0.62
-0.0828;0.624
-0.0826;0.629
-0.0824;0.633
-0.0822;0.638
-0.082;0.642
-0.0818;0.646
-0.0816;0.65
-0.0814;0.654
-0.0812;0.658
-0.081;0.662
-0.0808;0.666
-0.0806;0.67
-0.0804;0.673
-0.0802;0.677
-0.08;0.681
-0.0798;0.684
-0.0796;0.688
-0.0794;0.691
-0.0792;0.694
-0.079;0.697
-0.0788;0.701
-0.0786;0.704
-0.0784;0.707
-0.0782;0.71
-0.078;0.713
-0.0778;0.716
-0.0776;0.719
-0.0774;0.721
-0.0772;0.724
-0.077;0.727
-0.0768;0.729
-0.0766;0.732
-0.0764;0.735
-0.0762;0.737
-0.076;0.74
-0.0758;0.742
-0.0756;0.745
-0.0754;0.747
-0.0752;0.749
-0.075;0.751
-0.0748;0.754
-0.0746;0.756
-0.0744;0.758
-0.0742;0.76
-0.074;0.762
-0.0738;0.764
-0.0736;0.766
-0.0734;0.768
-0.0732;0.77
-0.073;0.772
-0.0728;0.774
-0.0726;0.776
-0.0724;0.778
-0.0722;0.78
-0.072;0.782
-0.0718;0.783
-0.0716;0.785
-0.0714;0.787
-0.0712;0.789
-0.071;0.79
-0.0708;0.792
-0.0706;0.793
-0.0704;0.795
-0.0702;0.797
-0.07;0.798
-0.0698;0.8
-0.0696;0.801
-0.0694;0.803
-0.0692;0.804
-0.069;0.806
-0.0688;0.807
-0.0686;0.808
-0.0684;0.81
-0.0682;0.811
-0.068;0.812
-0.0678;0.814
-0.0676;0.815
-0.0674;0.816
-0.0672;0.818
-0.067;0.819
-0.0668;0.82
-0.0666;0.821
-0.0664;0.822
-0.0662;0.824
-0.066;0.825
-0.0658;0.826
-0.0656;0.827
-0.0654;0.828
-0.0652;0.829
-0.065;0.83
-0.0648;0.831
-0.0646;0.832
-0.0644;0.834
-0.0642;0.835
-0.064;0.836
-0.0638;0.837
